	영화명	감독	주연배우	평점	평가자수	상영시간
1987	컬러풀 웨딩즈	필립 드 쇼브홍	"['크리스티앙 클라비에', ' 챈털 로비', ' 아리 아비탄', ' 메디 사둔', ' 프레데릭 벨', ' 엘로디 퐁탕']"	8.28	780	97
1988	케이크메이커	오피르 라울 그라이저	"['사라 애들러', ' 팀 칼코프', ' 로이 밀러']"	7.93	272	108
1989	코난: 암흑의 시대	마커스 니스펠	"['제이슨 모모아', ' 레이첼 니콜스', ' 스티븐 랭', ' 론 펄먼', ' 로즈 맥고완']"	7.8	1544	112
1990	코드네임 제로니모	존 스톡웰	"['캠 지갠뎃', ' 윌리암 피츠너', ' 로버트 네퍼', ' 캐슬린 로버트슨']"	6.22	218	99
1991	코리아	문현성	['티아고 타베스 소브레이로']	8.55	6741	14
1992	코멧	샘 에스마일	['김도은']	7.07	134	6
1993	코블러	토마스 맥카시	"['아담 샌들러', ' 더스틴 호프만', ' 스티브 부세미', ' 댄 스티븐스', ' 엘렌 바킨']"	7.45	923	99
1994	코비: 블루 엘리펀트의 전설	타위랍 스리우티윙스	"['위훈', ' 윤세웅', ' 곽윤상', ' 윤승희', ' 이제인', ' 전진아', ' 김경희', ' 권문정', ' 박상훈']"	8.54	57	95
1995	코알라	김주환	['크리스티나 푸치넬리']	9.03	752	20
1996	코알라 키드 : 영웅의 탄생	이경호	"['태민', ' 써니', ' 윤다훈', ' 정은별']"	8.66	482	85
1997	코코	리 언크리치	"['벤자민 브랫', ' 가엘 가르시아 베르날', ' 안소니 곤잘레스']"	9.32	16834	104
1998	코쿠리코 언덕에서	미야자키 고로	"['나가사와 마사미', ' 오카다 준이치']"	6.03	1755	91
1999	콘트라밴드	발타자르 코루마쿠르	"['마크 월버그', ' 케이트 베킨세일']"	7.3	345	110
2000	콜 미 바이 유어 네임	루카 구아다니노	"['티모시 샬라메', ' 아미 해머']"	7.96	5282	132
2001	콜 오브 와일드	크리스 샌더스	['해리슨 포드']	8.87	509	100
2002	콜드 라잇 오브 데이	마브룩 엘 메크리	"['헨리 카빌', ' 브루스 윌리스', ' 시고니 위버']"	6.24	624	93
2003	콜드 체이싱	한스 페터 몰란트	"['리암 니슨', ' 톰 베이트먼']"	6.74	1123	118
2004	콜럼버스	코고나다	"['존 조', ' 헤일리 루 리차드슨']"	7.83	138	104
2005	콜레트	워시 웨스트모어랜드	['안소니 지아치노']	8.67	527	24
2006	콜렉션	마커스 던스탠	['조쉬 스튜어트']	7.69	365	82
2007	콜롬비아나	올리비에 메가턴	"['조 샐다나', ' 마이클 바턴']"	7.49	1403	105
2008	콩: 스컬 아일랜드	조던 복트-로버츠	"['톰 히들스턴', ' 브리 라슨', ' 사무엘 L. 잭슨']"	7.77	7507	118
2009	콰이어트 원	존 포그	"['자레드 해리스', ' 샘 클라플린', ' 올리비아 쿡']"	6.65	153	97
2010	콰이어트 플레이스	존 크래신스키	"['에밀리 블런트', ' 노아 주프', ' 밀리센트 시몬스', ' 킬리언 머피']"	8.15	3077	97
2011	쾌걸 조로리의 대대대대모험	이와사키 토모코	"['야마데라 코이치', ' 아이카와 리카코', ' 쿠마이 모토코']"	1.27	2588	82
2012	쿠르스크	토마스 빈터베르그	"['마티아스 쇼에나에츠', ' 콜린 퍼스', ' 레아 세이두']"	8.67	401	118
2013	쿠보와 전설의 악기	트래비스 나이트	"['랄프 파인즈', ' 루니 마라', ' 매튜 맥커너히', ' 샤를리즈 테론', ' 아트 파킨슨', ' 조지 타케이']"	8.03	335	102
2014	쿰바: 반쪽무늬 얼룩말의 대모험	앤서니 실버스톤	"['제이크 T. 오스틴', ' 안나소피아 롭', ' 캐서린 테이트', ' 리암 니슨', ' 로렌스 피시번', ' 리차드 E. 그랜트']"	7.93	194	85
2015	쿵푸 요가	당계례	['성룡']	5.71	511	107
2016	쿵푸몽키	폴 왕	['폴 왕']	6.5	54	76
2017	쿵푸팬더 2	여인영	"['잭 블랙', ' 더스틴 호프만', ' 성룡', ' 안젤리나 졸리', ' 세스 로건', ' 루시 리우', ' 데이빗 크로스', ' 제임스 홍', ' 양자경', ' 장 끌로드 반담', ' 빅터 가버', ' 게리 올드만', ' 데니스 헤이스버트']"	8.71	4021	91
2018	쿵후팬더: 영웅의 탄생	레오 로	['성룡']	6.25	1700	73
2019	퀵	조범구	"['요나스 칼손', ' 다비드 덴칙', ' 알바 어거스트']"	7.85	9628	131
2020	크게 될 놈	강지은	"['김해숙', ' 손호준']"	8.79	2318	108
2021	크레이지 리치 아시안	존 추	"['양자경', ' 젬마 찬', ' 콘스탄스 우', ' 아콰피나', ' 헨리 골딩']"	6.82	1197	120
2022	크로니클	조쉬 트랭크	"['마이클 B. 조던', ' 알렉스 러셀', ' 데인 드한', ' 애슐리 힌쇼']"	7.61	4360	83
2023	크리드2	스티븐 카플 주니어	"['마이클 B. 조던', ' 실베스터 스탤론']"	8.69	389	130
2024	크리미널	아리엘 브로멘	"['마이클 케인', ' 짐 브로드벤트', ' 톰 커트니', ' 찰리 콕스']"	6	13	108
2025	크리미널 게임: 보석 사기단	제임스 오클레이	"['소피아 베르가라', ' 앨리스 이브', ' 우마 서먼', ' 매기 큐', ' 팀 로스', ' 스티븐 프라이']"	4.46	39	95
2026	크리피: 일가족 연쇄 실종 사건	구로사와 기요시	"['니시지마 히데토시', ' 다케우치 유코', ' 카가와 테루유키']"	4.75	263	130
2027	클라우즈 오브 실스마리아	올리비에 아사야스	"['클로이 모레츠', ' 줄리엣 비노쉬', ' 크리스틴 스튜어트']"	8.16	643	124
2028	클랜	파블로 트라페로	['스테파니 코크']	7.07	205	23
2029	클레어의 카메라	홍상수	"['이자벨 위페르', ' 김민희', ' 장미희', ' 정진영']"	6.26	306	69
2030	클로버필드 10번지	댄 트라첸버그	"['메리 엘리자베스 윈스티드', ' 존 굿맨', ' 존 갤러거 주니어']"	7.54	4022	103
2031	클로젯	김광빈	"['하정우', ' 김남길', ' 허율', ' 김시아']"	6.39	6239	98
2032	키드냅	루이스 프리에토	['할리 베리']	6.63	339	94
2033	키코리키: 시간여행	데니스 체르노프	"['이경태', ' 이상헌', ' 김정훈', ' 이인석', ' 신한호', ' 안현서']"	6.48	40	78
2034	키코리키: 황금모자의 비밀	데니스 체르노프	"['비니 펜나', ' 피터 린츠', ' 마이크 폴락', ' 마크 톰슨']"	7.58	64	75
2035	킥 애스 2 : 겁없는 녀석들	제프 와드로	"['클로이 모레츠', ' 애런 존슨', ' 짐 캐리', ' 크리스토퍼 민츠 프래지']"	8.17	1171	102
2036	킬 미 달링	마이크 반 디엠	"['예론 반 코닝스부르헤', ' 조지나 벨바안']"	7.97	118	102
2037	킬 유어 달링	존 크로키다스	"['다니엘 래드클리프', ' 엘리자베스 올슨', ' 데인 드한', ' 마이클 C. 홀', ' 벤 포스터', ' 잭 휴스턴', ' 제니퍼 제이슨 리']"	8.22	690	104
2038	킬러 엘리트	개리 맥켄드리	"['제이슨 스타뎀', ' 클라이브 오웬', ' 로버트 드 니로']"	7.27	595	116
2039	킬러의 보디가드	패트릭 휴즈	"['라이언 레이놀즈', ' 사무엘 L. 잭슨', ' 셀마 헤이엑']"	7.09	955	117
2040	킬링 디어	요르고스 란티모스	"['콜린 파렐', ' 니콜 키드먼', ' 배리 케오간']"	6.7	911	121
2041	킬링시즌	마크 스티븐 존슨	"['로버트 드 니로', ' 존 트라볼타', ' 마일로 벤티밀리아', ' 엘리자베스 올린']"	6.82	127	91
2042	킹 아서: 제왕의 검	가이 리치	"['찰리 허냄', ' 주드 로']"	7.77	2601	126
2043	킹 오브 프리즘 - 프라이드 더 히어로	히시다 마사카즈	"['남도형', ' 엄상현', ' 이원찬']"	9.12	911	70
2044	킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-	히시다 마사카즈	"['테라시마 쥰타', ' 사이토 소우마', ' 하타나카 타스쿠', ' 야시로 타쿠', ' 나가츠카 타쿠마', ' 우치다 유우마', ' 아오이 쇼타', ' 타케우치 슌스케', ' 스기타 토모카즈', ' 카키하라 테츠야', ' 마에노 토모아키', ' 마스다 토시키']"	7.94	35	76
2045	킹덤	사토 신스케	"['야마자키 켄토', ' 요시자와 료', ' 나가사와 마사미', ' 하시모토 칸나']"	6.23	266	134
2046	킹덤 오브 헤븐: 디렉터스 컷	리들리 스콧	"['올랜도 블룸', ' 에바 그린', ' 리암 니슨', ' 제레미 아이언스', ' 에드워드 노튼']"	8.62	3524	144
2047	킹메이커	조지 클루니	"['설경구', ' 이선균']"	8.15	495	20
2048	킹스 스피치	톰 후퍼	"['콜린 퍼스', ' 제프리 러쉬', ' 헬레나 본햄 카터']"	8.32	2000	118
2049	킹스맨 : 시크릿 에이전트	매튜 본	"['콜린 퍼스', ' 태런 에저튼', ' 사무엘 L. 잭슨']"	8.82	21958	128
2050	킹스맨: 골든 서클	매튜 본	"['태런 에저튼', ' 줄리안 무어', ' 콜린 퍼스']"	8.37	20317	141
2051	타발루가와 얼음공주	스벤 운터발트 주니어	"['김혜성', ' 강은애']"	9.26	112	87
2052	타오르는 여인의 초상	셀린 시아마	"['발레리아 골리노', ' 아델 에넬', ' 노에미 메를랑', ' 루아나 바야미']"	9.06	1816	121
2053	타운	벤 애플렉	"['벤 애플렉', ' 존 햄', ' 레베카 홀', ' 블레이크 라이블리', ' 제레미 레너', ' 피트 포스틀스웨이트', ' 크리스 쿠퍼']"	7.49	1080	124
2054	타워	김지훈	"['미칼리스 코초기안나키스', ' 모하메드 바크리']"	8.04	14121	79
2055	타워 하이스트	브렛 래트너	"['벤 스틸러', ' 에디 머피']"	7.55	481	105
2056	타이치0 3D	풍덕륜	"['양가휘', ' 안젤라베이비', ' 펑위옌', ' 오언조', ' 위안 샤오차오']"	6.9	505	98
2057	타이탄의 분노	조나단 리브스만	"['샘 워싱턴', ' 리암 니슨', ' 랄프 파인즈', ' 로자먼드 파이크', ' 대니 휴스턴']"	6.85	2572	99
2058	타임 투 러브	저스틴 리어든	"['크리스 에반스', ' 미셸 모나한', ' 애슐리 티스데일', ' 마틴 스타', ' 오브리 플라자']"	8.13	560	94
2059	타임 투게더	마크 윌리엄스	"['제라드 버틀러', ' 윌렘 대포', ' 그레첸 몰', ' 맥스 젠킨스']"	8.48	97	111
2060	타잔 3D	라인하드 클루스	"['켈란 루츠', ' 스펜서 로크']"	7.59	934	94
2061	타짜: 원 아이드 잭	권오광	"['박정민', ' 류승범', ' 최유화']"	5.37	12673	139
2062	타짜-신의 손	강형철	"['T.O.P', ' 신세경', ' 곽도원', ' 이하늬']"	7.25	15987	147
2063	타투	이서	['파르하드 델라람']	5.55	486	15
2064	탐정 : 더 비기닝	김정훈	"['권상우', ' 성동일']"	8.46	8663	120
2065	탐정 홍길동: 사라진 마을	조성희	"['이제훈', ' 김성균']"	7.75	9876	125
2066	탐정: 리턴즈	이언희	"['권상우', ' 성동일', ' 이광수']"	8.4	10082	116
2067	태백권	최상훈	"['오지호', ' 신소율', ' 정의욱']"	5.37	589	107
2068	태양 아래	비탈리 만스키	['비탈리 만스키']	8.91	850	92
2069	태양을 쏴라	김태식	"['강지환', ' 윤진서']"	4	177	87
2070	태양의 소녀들	에바 허슨	"['골쉬프테 파라하니', ' 엠마누엘 베르코']"	9.07	30	111
2071	태풍이 지나가고	고레에다 히로카즈	"['아베 히로시', ' 키키 키린', ' 마키 요코', ' 요시자와 타이요']"	8.61	1774	117
2072	택스 콜렉터	데이비드 에이어	"['바비 소토', ' 샤이아 라보프']"	4.23	100	95
2073	택시 5	프랑크 가스탐비드	"['프랑크 가스탐비드', ' 말릭 벤탈라', ' 베르나르 파시']"	3.78	121	102
2074	택시운전사	장훈	"['송강호', ' 토마스 크레취만', ' 유해진', ' 류준열']"	9.03	49617	137
2075	터널	김성훈	['김유진']	8.37	25089	27
2076	터널 3D	박규택	"['정유미', ' 연우진', ' 송재림', ' 정시연']"	5.74	1925	86
2077	터닝메카드W: 반다인의 비밀 특별판	홍헌표	"['소연', ' 윤미나', ' 이현진', ' 이지현', ' 홍범기', ' 이재현', ' 정재헌', ' 김율', ' 신용우', ' 김영은']"	6.51	35	76
2078	터미네이터 제니시스	앨런 테일러	"['아놀드 슈왈제네거', ' 에밀리아 클라크', ' 제이 코트니', ' 제이슨 클락', ' J.K. 시몬스']"	7.69	9482	125
2079	터미네이터: 다크 페이트	팀 밀러	"['맥켄지 데이비스', ' 아놀드 슈왈제네거', ' 린다 해밀턴', ' 나탈리아 레이즈', ' 가브리엘 루나']"	8.43	10840	128
2080	터보	데이빗 소렌	"['라이언 레이놀즈', ' 폴 지아마티', ' 마이클 페나', ' 사무엘 L. 잭슨', ' 루이스 구즈만', ' 스눕 독']"	9.04	1542	95
2081	터치 오브 라이트	장영치	"['장용용', ' 황유상', ' 이열', ' 가숙근']"	8.87	158	110
2082	터키	지미 헤이워드	"['오웬 윌슨', ' 우디 해럴슨', ' 에이미 포엘러']"	8.17	399	91
2083	테넷	크리스토퍼 놀란	"['로버트 패틴슨', ' 엘리자베스 데비키', ' 존 데이비드 워싱턴']"	8.16	10876	150
2084	테스와 보낸 여름	스티븐 바우터루드	"['소니 코프스 판 우테렌', ' 조세핀 아렌센', ' 트에보 게리츠마', ' 제니퍼 호프만']"	9.06	149	84
2085	테슬라	마이클 알메레이다	['에단 호크']	4.35	138	102
2086	테이크다운	에란 크리비	"['잭 자고카', ' 코니 젠킨스-그레이그']"	5.64	272	91
2087	테이큰 2	올리비에 메가턴	"['리암 니슨', ' 매기 그레이스', ' 팜케 얀센', ' 라드 세르베드지야']"	7	3666	92
2088	테이큰 3	올리비에 메가턴	"['리암 니슨', ' 매기 그레이스', ' 팜케 얀센']"	7.87	6251	112
2089	테일 오브 테일즈	마테오 가로네	"['셀마 헤이엑', ' 뱅상 카셀', ' 토비 존스', ' 스테이시 마틴']"	7.48	334	133
2090	토니 에드만	마렌 아데	"['페테르 시모니슈에크', ' 산드라 휠러']"	8.08	274	162
2091	토르: 다크 월드	앨런 테일러	"['크리스 헴스워스', ' 나탈리 포트만', ' 톰 히들스턴', ' 안소니 홉킨스', ' 크리스토퍼 에클리스턴', ' 이드리스 엘바']"	8.35	4652	112
2092	토르: 라그나로크	타이카 와이티티	"['크리스 헴스워스', ' 톰 히들스턴', ' 케이트 블란쳇', ' 마크 러팔로']"	8.85	17167	130
2093	토르: 천둥의 신	케네스 브래너	"['크리스 헴스워스', ' 나탈리 포트만', ' 톰 히들스턴', ' 안소니 홉킨스', ' 스텔란 스카스가드', ' 캣 데닝스']"	7.32	4419	112
2094	토마스와 친구들: 그레이트 레이스	데이비드 스토튼	"['마크 모라한', ' 존 하슬러']"	8.15	61	61
2095	토마스와 친구들: 수수께끼 해적선과 보물찾기	데이비드 스토튼	"['에디 레드메인', ' 올리비아 콜맨', ' 존 하슬러', ' 제이미 캠벨 바우어', ' 존 허트']"	7.92	130	60
2096	토마스와 친구들: 용감한 기관차와 괴물소동	롭 실베스트리	"['마크 모라한', ' 벤 스몰']"	7.48	134	60
2097	토마스와 친구들: 우정의 대모험	데이비드 스토튼	"['마크 모라한', ' 존 하슬러']"	8.34	44	76
2098	토마스와 친구들: 잃어버린 왕관	롭 실베스트리	"['신용우', ' 전태열']"	8.38	32	62
2099	토막살인범의 고백	리누스 드 파올리	"['아담 일드 로웨더', ' 파울리나 갈라즈카']"	6.24	87	86
2100	토이 스토리 4	조시 쿨리	"['톰 행크스', ' 애니 파츠', ' 토니 헤일', ' 팀 알렌']"	9.02	7187	100
2101	토이무비: 미래대모험	게리 왕	"['남도형', ' 윤아영', ' 서원석', ' 김성화']"	8.41	32	86
2102	토탈 리콜	렌 와이즈먼	"['콜린 파렐', ' 케이트 베킨세일', ' 제시카 비엘', ' 브라이언 크랜스톤']"	7.29	3180	118
2103	토토의 움직이는 숲	에스벤 토프트 야콥슨	"['마르쿠스 리가르드', ' 알베트 블리크펠트']"	7.14	56	75
2104	톰보이	셀린 시아마	"['조 허란', ' 말론 레바나']"	9.18	453	82
2105	톱스타	박중훈	"['엄태웅', ' 김민준', ' 소이현', ' 김수로']"	7.37	2116	114
2106	통증	곽경택	"['권상우', ' 정려원', ' 마동석']"	7.83	2606	104
2107	퇴마: 무녀굴	김휘	"['김성균', ' 유선', ' 천호진', ' 차예련', ' 김혜성', ' 임화영']"	6.55	2211	105
2108	투 러버스 앤 베어	킴 누옌	"['데인 드한', ' 타티아나 마슬라니']"	7.36	44	95
2109	투 이즈 어 패밀리	위고 젤랭	"['오마 사이', ' 글로리아 콜스턴']"	8.49	124	117
2110	투 프렌즈	빅터 아즈에프	['프라순 샤터지']	4.46	76	20
2111	투건스	발타자르 코루마쿠르	"['마크 월버그', ' 덴젤 워싱턴', ' 제임스 마스던', ' 폴라 패튼']"	7.16	223	109
2112	투모로우랜드	브래드 버드	"['조지 클루니', ' 휴 로리', ' 브릿 로버트슨', ' 래피 캐시디']"	7.29	1512	129
2113	투캅스 인 파리	다비드 샤혼	"['오마 사이', ' 로랑 라피트']"	6	16	94
2114	투혼	김상진	"['김주혁', ' 김선아', ' 오재무', ' 전민서']"	7.93	1224	124
2115	툴리	제이슨 라이트맨	"['샤를리즈 테론', ' 맥켄지 데이비스']"	9.03	544	95
2116	툼레이더	로아 우타우	['알리시아 비칸데르']	6.36	2779	118
2117	툼스톤	스콧 프랭크	"['리암 니슨', ' 댄 스티븐스', ' 보이드 홀브룩']"	7.57	1551	113
2118	튤립 피버	저스틴 채드윅	"['알리시아 비칸데르', ' 데인 드한', ' 크리스토프 왈츠']"	7.42	411	105
2119	트라이앵글	크리스토퍼 스미스	['이나윤']	7.95	444	6
2120	트라이얼 오브 더 시카고 7	아론 소킨	"['야히아 압둘 마틴 2세', ' 조셉 고든 레빗', ' 제레미 스트롱', ' 에디 레드메인']"	8.63	179	129
2121	트래쉬	스티븐 달드리	['후안 실바']	8.56	398	5
2122	트랜센던스	월리 피스터	"['조니 뎁', ' 레베카 홀', ' 모건 프리먼']"	7.98	5101	119
2123	트랜스포머 3	마이클 베이	"['샤이아 라보프', ' 로지 헌팅턴 휘틀리', ' 조쉬 더하멜', ' 휴고 위빙', ' 패트릭 뎀시', ' 레너드 니모이', ' 타이레스 깁슨', ' 존 말코비치', ' 켄 정', ' 프란시스 맥도맨드', ' 존 터투로']"	7.06	13612	152
2124	트랜스포머: 사라진 시대	마이클 베이	"['마크 월버그', ' 니콜라 펠츠', ' 잭 레이너', ' 스탠리 투치', ' 리빙빙']"	6.58	17048	164
2125	트랜스포머: 최후의 기사	마이클 베이	"['마크 월버그', ' 로라 하드독', ' 조쉬 더하멜', ' 안소니 홉킨스']"	6.27	14271	151
2126	트랜스포터: 리퓰드	카밀 들라마레	"['에드 스크레인', ' 론 샤바놀']"	6.44	908	86
2127	트럼보	제이 로치	"['엘르 패닝', ' 브라이언 크랜스톤', ' 다이안 레인', ' 헬렌 미렌', ' 루이스 C.K.']"	8.83	596	124
